Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
660424,Landing Page Submission,Google,0,0,1,6.0,1315,6.0,Email Opened,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Mumbai,2,3,15.0,19.0,0,0,Email Opened
660423,Landing Page Submission,Direct Traffic,0,0,0,5.0,182,5.0,Email Opened,India,Others,Missing,Student,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,3,0,0,Missing,Mumbai,2,3,13.0,18.0,0,0,Email Opened
660410,API,Google,0,0,1,3.0,78,3.0,Unreachable,India,International Business,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Mumbai,3,3,16.0,18.0,0,0,Unreachable
660402,Landing Page Submission,Direct Traffic,0,0,1,7.0,1174,3.5,Email Opened,India,Human Resource Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Mumbai,2,3,15.0,18.0,0,1,Email Opened
660374,API,Google,0,0,0,3.0,88,1.5,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,3,0,0,Missing,Missing,2,2,13.0,15.0,0,0,Modified
660361,API,Referral Sites,0,0,0,4.0,223,2.0,Page Visited on Website,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,2,0,0,Missing,Missing,2,2,15.0,13.0,0,0,Modified
660339,API,Organic Search,0,0,0,3.0,74,1.5,Email Opened,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,1,2,12.0,15.0,0,0,Modified
660333,Landing Page Submission,Organic Search,0,0,1,4.0,16,2.0,Page Visited on Website,India,E-COMMERCE,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Potential Lead,Mumbai,2,3,15.0,17.0,0,1,Modified
660321,API,Referral Sites,0,0,1,3.0,98,3.0,Email Opened,India,Human Resource Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Thane & Outskirts,2,2,14.0,15.0,0,0,Modified
660312,Landing Page Submission,Google,0,0,0,4.0,1622,4.0,Unreachable,India,Operations Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,4,0,0,Missing,Mumbai,1,3,12.0,18.0,0,0,Modified
660267,Landing Page Submission,Google,0,0,1,5.0,563,5.0,Email Opened,India,Finance Management,Student of SomeSchool,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Mumbai,2,3,13.0,20.0,0,0,Email Opened
660255,API,Google,0,0,0,2.0,310,2.0,Email Link Clicked,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,2,2,14.0,15.0,0,0,Email Link Clicked
660236,Landing Page Submission,Google,0,0,1,4.0,25,4.0,Email Opened,India,Operations Management,Email,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Other Cities of Maharashtra,2,3,14.0,19.0,0,0,Email Opened
660235,API,Direct Traffic,0,0,0,3.0,342,3.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,3,0,0,Missing,Missing,2,2,14.0,15.0,0,0,Email Opened
660222,Landing Page Submission,Organic Search,1,0,0,7.0,38,7.0,Unsubscribed,India,Retail Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,3,0,0,Other Leads,Mumbai,2,3,13.0,18.0,0,1,Unsubscribed
660215,API,Google,0,0,0,5.0,199,5.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,2,2,14.0,15.0,0,0,Email Opened
660203,Landing Page Submission,Google,0,0,0,5.0,222,5.0,Email Opened,India,Finance Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,2,3,13.0,18.0,0,0,Email Opened
660194,Landing Page Submission,Direct Traffic,0,0,0,6.0,275,3.0,Email Opened,India,Operations Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,in touch with EINS,3,0,0,Missing,Mumbai,1,3,10.0,18.0,0,1,Email Opened
660180,Landing Page Submission,Google,0,0,0,4.0,287,2.0,Email Opened,India,Marketing Management,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,4,0,0,Missing,Mumbai,2,3,13.0,18.0,0,0,Email Opened
660174,Landing Page Submission,Direct Traffic,0,0,0,2.0,547,2.0,Email Opened,India,Finance Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,5,0,0,Potential Lead,Mumbai,2,3,15.0,20.0,0,1,Email Opened
660153,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,3,2,17.0,15.0,0,0,Modified
660149,API,Google,0,0,0,6.0,1225,6.0,Page Visited on Website,India,Supply Chain Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Diploma holder (Not Eligible),1,0,0,Other Leads,Thane & Outskirts,1,2,12.0,15.0,0,0,Modified
660128,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,3,2,17.0,15.0,0,0,Modified
660087,API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Thane & Outskirts,2,2,15.0,16.0,0,0,Modified
660070,Landing Page Submission,Google,0,0,0,5.0,160,5.0,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,3,0,0,Missing,Mumbai,3,3,17.0,18.0,0,0,Email Opened
660069,Landing Page Submission,Organic Search,0,0,0,6.0,394,2.0,Unreachable,India,E-COMMERCE,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,4,0,0,Missing,Mumbai,2,2,13.0,15.0,0,1,Modified
660050,API,Google,0,0,0,6.0,286,1.5,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,3,2,16.0,15.0,0,0,Modified
660048,API,Organic Search,0,0,0,7.0,96,2.33,Email Opened,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,2,2,13.0,15.0,0,0,Email Opened
660030,API,Organic Search,0,0,0,2.0,12,2.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,3,0,0,Missing,Missing,2,2,15.0,15.0,0,0,Email Opened
659998,Landing Page Submission,Referral Sites,0,0,1,13.0,436,13.0,Form Submitted on Website,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,2,0,0,Potential Lead,Other Metro Cities,2,2,15.0,13.0,0,0,Modified
659963,API,Referral Sites,0,0,1,8.0,903,8.0,Page Visited on Website,India,Finance Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Other Cities of Maharashtra,3,2,16.0,15.0,0,0,Page Visited on Website
659942,Landing Page Submission,Organic Search,0,0,0,17.0,409,8.5,Email Opened,India,Human Resource Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,3,0,0,Missing,Mumbai,2,3,14.0,18.0,0,1,Modified
659937,Landing Page Submission,Referral Sites,0,0,0,11.0,685,5.5,Email Opened,India,Services Excellence,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,3,0,0,Missing,Thane & Outskirts,1,2,11.0,13.0,0,1,Email Opened
659931,API,Google,0,0,0,4.0,213,4.0,Form Submitted on Website,India,International Business,Multiple Sources,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,3,0,0,Other Leads,Mumbai,2,2,13.0,16.0,0,0,Modified
659925,API,Olark Chat,0,0,0,0.0,0,0.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,2,2,14.0,15.0,0,0,Email Opened
659918,API,Organic Search,0,0,1,7.0,1468,3.5,Page Visited on Website,India,Marketing Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Mumbai,2,3,15.0,18.0,0,0,Modified
659896,API,Olark Chat,0,0,0,0.0,0,0.0,Email Link Clicked,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,2,2,15.0,15.0,0,0,Modified
659889,Landing Page Submission,Direct Traffic,0,0,1,4.0,1435,4.0,Email Opened,India,Operations Management,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Potential Lead,Other Cities,1,3,12.0,18.0,0,1,Email Opened
659875,Landing Page Submission,Google,0,0,1,1.0,157,1.0,Converted to Lead,India,Hospitality Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Other Cities of Maharashtra,2,2,15.0,14.0,0,0,Modified
659853,API,Google,0,0,1,3.0,885,1.5,Had a Phone Conversation,India,Operations Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Mumbai,2,3,15.0,18.0,0,0,Had a Phone Conversation
659849,API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Other Cities of Maharashtra,2,2,15.0,16.0,0,0,Modified
659833,API,Olark Chat,0,0,0,0.0,0,0.0,View in browser link Clicked,India,Finance Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,2,0,0,Other Leads,Missing,1,2,12.0,14.0,0,0,Modified
659830,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,2,2,15.0,15.0,0,0,Modified
659819,Landing Page Submission,Direct Traffic,0,0,0,1.0,1710,1.0,Converted to Lead,India,Retail Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,1,0,0,Potential Lead,Thane & Outskirts,3,3,16.0,19.0,0,1,Modified
659820,Landing Page Submission,Direct Traffic,0,0,0,4.0,219,4.0,Email Opened,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Mumbai,2,3,13.0,18.0,0,0,Email Opened
659806,Landing Page Submission,Referral Sites,1,0,0,3.0,111,3.0,Email Bounced,India,International Business,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Other Metro Cities,2,2,13.0,15.0,0,1,Modified
659784,API,Organic Search,0,0,0,6.0,224,6.0,Page Visited on Website,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,3,0,0,Missing,Missing,2,2,14.0,15.0,0,0,Modified
659782,Landing Page Submission,Direct Traffic,0,0,0,5.0,224,1.67,Page Visited on Website,India,Operations Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities of Maharashtra,2,3,13.0,17.0,0,1,Page Visited on Website
659779,Landing Page Submission,Direct Traffic,0,0,1,2.0,1071,2.0,Email Opened,India,Marketing Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,3,0,0,Missing,Other Cities of Maharashtra,1,3,12.0,17.0,0,1,Email Opened
659727,Landing Page Submission,Google,0,0,1,6.0,595,3.0,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Mumbai,2,3,14.0,20.0,0,0,Email Opened
659722,Lead Add Form,Welingak Website,0,0,1,Missing,1096,Missing,Missing,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,2,2,14.0,15.0,0,0,Modified
659720,API,Referral Sites,0,0,0,4.0,520,4.0,Email Opened,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,in touch with EINS,3,0,0,Missing,Mumbai,1,2,10.0,15.0,0,0,Email Opened
659710,Lead Add Form,Reference,0,0,1,Missing,705,Missing,Missing,India,Hospitality Management,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,2,0,0,Potential Lead,Thane & Outskirts,2,2,14.0,16.0,0,0,Modified
659708,API,Google,0,0,0,2.0,393,2.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Other Leads,Missing,2,2,14.0,14.0,0,0,Email Opened
659705,Lead Add Form,Welingak Website,0,0,1,Missing,346,Missing,Missing,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,2,2,14.0,15.0,0,0,Modified
659704,API,Olark Chat,0,0,1,0.0,0,0.0,Email Link Clicked,India,Operations Management,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Potential Lead,Missing,2,2,15.0,16.0,0,0,Email Link Clicked
659700,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,3,2,17.0,15.0,0,0,Modified
659696,Landing Page Submission,Google,0,0,1,3.0,1136,3.0,Page Visited on Website,India,IT Projects Management,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Missing,Mumbai,3,2,16.0,15.0,0,0,Modified
659685,API,Referral Sites,0,0,0,3.0,335,3.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,2,2,14.0,13.0,0,0,Modified
659676,API,Referral Sites,0,0,0,4.0,75,4.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,2,2,14.0,13.0,0,0,Email Opened
659644,Landing Page Submission,Direct Traffic,0,0,0,6.0,97,3.0,Email Opened,Kuwait,Supply Chain Management,Missing,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,2,3,15.0,18.0,0,1,Email Opened
659631,Lead Add Form,Reference,0,0,1,Missing,1007,Missing,Missing,India,Human Resource Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,5,0,0,Lateral Student,Mumbai,2,3,14.0,20.0,0,0,Modified
659630,Landing Page Submission,Organic Search,0,0,0,2.0,1085,2.0,Converted to Lead,India,Rural and Agribusiness,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,3,0,0,Missing,Other Cities of Maharashtra,2,2,13.0,14.0,0,1,Modified
659614,API,Organic Search,0,0,0,3.0,214,3.0,Page Visited on Website,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,3,0,0,Missing,Missing,2,2,15.0,15.0,0,0,Modified
659607,API,Olark Chat,0,0,1,6.0,1158,1.5,Email Opened,India,Business Administration,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Other Cities,2,2,15.0,14.0,0,1,Email Opened
659600,Landing Page Submission,Google,0,0,0,4.0,101,4.0,Email Opened,India,Finance Management,Other,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,2,3,15.0,18.0,0,0,Email Opened
659582,Landing Page Submission,Google,0,0,0,9.0,838,4.5,Email Opened,India,Healthcare Management,Word Of Mouth,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,2,2,13.0,15.0,0,0,Email Opened
659567,Landing Page Submission,Direct Traffic,0,0,0,3.0,536,3.0,Unreachable,India,Finance Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,number not provided,3,0,0,Missing,Mumbai,1,3,9.0,18.0,0,1,Modified
659562,Landing Page Submission,Direct Traffic,0,0,0,4.0,161,2.0,Unreachable,India,Marketing Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,3,0,0,Missing,Missing,1,3,12.0,17.0,0,0,Unreachable
659555,Landing Page Submission,Google,0,0,0,2.0,511,2.0,Form Submitted on Website,India,Healthcare Management,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Diploma holder (Not Eligible),3,0,0,Missing,Mumbai,1,2,9.0,15.0,0,0,Modified
659545,API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,opp hangup,3,0,0,Missing,Missing,2,2,15.0,15.0,0,0,Modified
659523,API,Google,0,0,1,5.0,1110,5.0,Olark Chat Conversation,India,Human Resource Management,Missing,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,4,0,0,Potential Lead,Missing,3,2,16.0,16.0,0,0,Modified
659507,Landing Page Submission,Direct Traffic,0,0,1,5.0,1563,5.0,Email Opened,India,Finance Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,5,0,0,Potential Lead,Mumbai,2,3,15.0,20.0,0,1,Email Opened
659492,API,Referral Sites,0,0,0,7.0,1633,3.5,Converted to Lead,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,3,0,0,Missing,Missing,2,2,14.0,13.0,0,0,Modified
659480,API,Olark Chat,0,0,1,0.0,0,0.0,Email Opened,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,2,2,15.0,15.0,0,0,Modified
659474,Landing Page Submission,Google,0,0,0,12.0,809,4.0,Unreachable,India,Finance Management,Online Search,Unemployed,Missing,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Mumbai,2,3,13.0,18.0,0,0,Modified
659469,Landing Page Submission,Direct Traffic,0,0,0,2.0,638,2.0,Page Visited on Website,Oman,Healthcare Management,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,3,0,0,Missing,Mumbai,2,2,14.0,15.0,0,1,Modified
659463,API,Google,0,0,1,5.0,1196,5.0,Page Visited on Website,India,Others,Missing,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,3,0,0,Missing,Missing,2,2,15.0,15.0,0,0,Modified
